18988,1
29135,0
12156,1
13749,1
27780,1
16375,1
16109,0
15606,0
20888,0
20716,1
21311,1
21741,1
20101,1
28302,1
14515,1
11674,1
11539,1
14290,1
20615,0
14818,1
26973,1
17825,1
15133,0
22334,1
26530,1
15411,1
24792,1
18812,0
27688,1
14513,1
28847,0
11168,0
18336,1
14382,1
28882,0
23238,0
19098,0
15295,1
12347,1
20655,1
28156,1
20907,1
22162,1
17782,1
25307,1
14641,1
12477,1
18593,0
22718,0
11377,1
18875,1
21972,0
13420,0
19205,1
15966,1
16311,1
26497,1
27508,1
20403,1
12728,1
26965,1
26248,1
18078,1
15376,0
28529,1
16104,0
13633,1
26019,0
19646,1
12133,0
19411,0
23050,1
16803,0
25367,1
11018,1
24425,0
19505,0
27759,0
12996,1
17519,1
19145,0
18746,1
12607,1
21435,0
11569,1
23800,1
21618,1
26089,0
11551,0
21268,1
23072,1
26766,0
15407,1
16381,1
13665,1
13409,0
15609,1
18681,1
18464,1
27695,1
21567,0
27999,1
11733,1
18823,0
13893,1
16817,0
26889,1
13339,1
16670,1
16690,0
22080,0
15291,1
24355,0
17502,1
18358,1
19893,1
14093,1
23327,1
11069,1
15778,0
22960,0
29269,0
28245,1
20497,1
23091,1
14418,1
27497,1
28577,0
22654,1
13485,0
22025,1
28515,1
26318,0
11959,1
21429,1
21545,0
21848,0
11995,1
24675,1
16096,1
13966,1
21707,1
15157,0
15017,1
19705,0
14416,1
24466,1
20135,1
28431,1
22058,1
11331,0
18320,1
24761,1
16219,1
22205,0
19647,1
28662,1
18732,1
12339,1
22106,0
23305,1
20290,1
16067,0
20186,1
14600,0
23713,1
11288,0
27942,0
25824,1
12028,1
26902,1
19897,0
18488,1
15991,1
13499,1
24737,1
18253,0
23277,1
25709,1
19037,0
25550,1
26714,1
15593,0
22018,1
11606,1
25634,1
21615,1
28455,1
11864,1
19197,1
21329,1
19853,1
27797,1
17464,1
12209,0
23621,1
23857,1
29388,1
21348,1
18788,0
20518,1
25960,1
22560,1
28119,1
21157,0
23040,1
13637,0
16112,0
23547,1
27814,0
23382,1
21025,1
23366,0
26746,1
11870,1
13618,1
14883,1
27934,1
22504,0
22473,1
15621,1
16925,1
15100,0
25391,0
11356,1
24930,1
15341,1
11247,0
22652,1
21284,1
15636,1
28003,1
20285,1
20140,1
15959,0
28746,1
26818,1
28821,0
23896,1
23314,1
26510,0
15111,1
24205,1
28463,1
20040,0
12822,1
25619,1
20280,1
26392,0
20513,1
20201,0
22535,1
16279,1
27996,1
19929,0
22103,0
19784,1
26045,1
25791,0
24265,1
19650,1
29106,1
18787,0
22160,1
19506,0
26661,0
12192,1
29310,1
16838,0
12103,1
28220,0
27128,1
15420,1
22360,1
23453,0
13526,1
24840,0
13102,1
11595,0
26171,1
13376,1
27313,1
18778,1
26210,1
22603,1
15630,1
26578,1
11373,1
28137,1
12265,1
12542,1
15479,1
14562,1
13899,0
29483,1
24414,0
13406,0
29406,1
28794,1
19273,1
14063,1
11643,1
13484,0
25969,0
13228,1
22411,1
27304,0
17060,0
27563,0
27527,0
28541,1
28214,0
21533,0
11826,1
18854,1
14349,1
25254,1
14190,1
22796,0
24309,1
12768,1
27133,1
25907,1
28023,1
21520,0
25554,1
27715,1
24917,1
24788,1
24378,1
22049,0
17872,1
11502,0
21074,1
28153,0
19940,0
29157,1
19775,1
16182,0
11068,1
19864,1
12498,1
24232,1
28314,1
14753,1
12550,1
24801,1
16327,1
19587,0
14252,0
15186,0
25454,1
19857,1
17861,1
18079,1
18706,0
14603,0
13401,1
28447,1
23020,1
21557,0
23206,1
20429,1
23214,0
22027,1
26370,1
28518,1
28221,1
17984,1
20321,1
19824,0
20825,1
26294,0
16574,1
21938,0
20482,1
22186,1
29439,1
27050,1
27974,0
14579,0
28264,0
18630,1
22099,0
21219,1
28028,1
26684,0
29361,1
26987,1
19783,1
22362,0
24523,1
17657,0
13148,1
25222,1
22680,1
18814,0
20984,1
24041,1
16489,1
18845,1
13259,0
20475,0
13277,1
11796,1
19120,1
22280,0
29324,1
11875,1
14139,1
24420,0
24280,1
18538,1
23841,1
14959,1
14097,1
13384,1
19559,0
12650,0
18777,1
15831,1
28593,1
24914,1
20961,1
22048,1
14338,1
20830,1
14697,1
23952,1
17877,1
17837,1
20543,0
25894,1
22863,0
27826,0
25356,1
18610,0
16852,0
25360,1
13487,0
18963,1
15698,0
21611,0
11258,0
16036,1
23354,1
28641,1
25455,0
20996,1
12760,1
26843,1
12939,0
11807,1
17560,1
18998,1
11215,1
19116,1
15839,1
13930,1
12093,1
19731,1
12514,1
19038,0
27156,1
26756,0
21181,0
21803,1
27431,0
17685,1
12118,1
17237,1
11678,1
13583,0
14907,1
20857,1
24285,1
24154,1
12299,0
15690,0
27720,0
24408,0
26764,1
25829,0
22616,1
13725,1
23990,1
22830,0
26815,1
12095,1
16821,0
11597,0
13960,0
23613,0
15694,0
24816,1
24211,1
23627,0
14500,0
22223,1
29068,1
